id_col;num;title_example;formal_repr;sem_restr;comment;id_verb
34;1.16;Они бегут за осликами по каменистой дороге;Noun (nominative) Verb за + Noun (instrumental) {Adverb / Prep. траект + Noun };;2
35;1.17;Они бежали по проволоке на мостик.;Noun (nominative) Verb {Adverb / Prep. куда + Noun } {Adverb / Prep. траект + Noun };;2
36;2.1;Пленный бежал.;Noun (nominative) Verb ;;2
37;2.2;Он бежал из тюрьмы.;Noun (nominative) Verb {Adverb / Prep. откуда + Noun };;2
38;2.3;В городе никого не осталось: жители бежали в горы.;Noun (nominative) Verb {Adverb / Prep. куда + Noun };;2
39;2.4;Животные бежали от наводнения.;Noun (nominative) Verb от + Noun (genitive);;2
40;2.5;Армия бежала от Москвы к Березине.;Noun (nominative) Verb {Adverb / Prep. откуда + Noun } {Adverb / Prep. куда + Noun };;2
41;2.6;Мопассан бежал от Эйфелевой башни на Лазурный берег.;Noun (nominative) Verb от + Noun (genitive) {Adverb / Prep. куда + Noun };;2
42;3.1;Посмотри, как бежит под стеклом циферблата секундная стрелка.;Noun (nominative) Verb ;;2
43;3.2;Из ямы бежит дымок.;Noun (nominative) Verb {Adverb / Prep. откуда + Noun };;2
44;3.3;К городу бегут сотни машин.;Noun (nominative) Verb {Adverb / Prep. куда + Noun };;2
45;3.4;Над лесом бежал дымок.;Noun (nominative) Verb Prep. где + Noun ;;2
46;3.5;По лениво текущей реке бегут суда.;Noun (nominative) Verb по + Noun (dative);;2
47;3.6;Навстречу машине дымными струями бежала поземка.;Noun (nominative) Verb Noun (instrumental) {Adverb / Prep. куда + Noun };;2
48;3.7;Она бежала с любовником.;Noun (nominative) Verb с + Noun (instrumental);;2
49;3.7;Титры бегут;Noun (nominative) Verb ;;2
50;3.8;Извлекут опыт и бегут дальше по жизни;Noun (nominative) Verb по + Noun (dative);;2
51;4.1;Бежит ручей, шумят дубравы.;Noun (nominative) Verb ;;2
52;4.2;Бежит вода из крана.;Noun (nominative) Verb из + Noun (genitive);;2
53;4.3;Слезы бегут по щекам.;Noun (nominative) Verb по + Noun (dative);;2
54;4.4;Кровь бежала на грудь.;Noun (nominative) Verb на + Noun (accusative);;2
55;4.5;Кровь бежит ручьями.;Noun (nominative) Verb Noun (instrumental);;2
56;5.1;Молоко бежит.;Noun (nominative) Verb ;;2
57;5.2;Молоко бежит из кастрюли.;Noun (nominative) Verb из + Noun (genitive);;2
58;6.1;Из леса бежит дорожка.;Noun (nominative) Verb {Adverb / Prep. откуда + Noun };;2
59;6.2;Шоссе бежит к городу.;Noun (nominative) Verb {Adverb / Prep. куда + Noun };;2
60;6.3;Тропа бежит через поле.;Noun (nominative) Verb Prep. траект + Noun ;;2
61;7.1;Ей ни о чем не хотелось думать, она бежала от воспоминаний.;Noun (nominative) Verb от + Noun (genitive);;2
62;8.1;Время бежит.;Noun (nominative) Verb ;;2
63;9.1;Мои часы бегут.;Noun (nominative) Verb ;;2
64;9.2;Мои часы сильно бегут.;Noun (nominative) Verb Adverb ;;2
65;9.3;Мои часы бегут на пять минут.;Noun (nominative) Verb на + Noun (accusative);;2
66;99i1;бежать бегом;Noun (nominative) Verb бегом;;2
67;99i1;не разбирая дороги;Noun (nominative) {идти / бежать}, не разбирая дороги;;2
68;99i2;бежать без оглядки;Noun (nominative) Verb без + оглядки;;2
69;99i3;бежать взапуски;Noun (nominative) Verb взапуски;;2
70;99i4;бежать очертя/сломя голову;Noun (nominative) Verb {очертя / сломя} голову;;2
71;99i8;идти / бежать, куда глаза глядят;Noun (nominative) {идти / бежать} куда глаза глядят;;2
72;99i9;От его крика мурашки по спине бегут.;Noun (nominative) Verb по + Noun (dative) от + Noun (genitive);;2
73;1.1;Больше всего она берегла свое здоровье.;Noun (nominative) Verb Noun (accusative);;3
74;1.2;Спортсмен берег силы для последнего рывка.;Noun (nominative) Verb Noun (accusative) для + Noun (genitive);;3
75;2.1;Она не умела беречь время.;Noun (nominative) Verb Noun (accusative);;3
76;3.1;Родители очень берегли слабую девочку.;Noun (nominative) Verb Noun (accusative);;3
77;3.2;Хорошая хозяйка бережет вещи от моли.;Noun (nominative) Verb Noun (accusative) от + Noun (genitive);;3
78;4.1;Люди берегли свободу в своих душах.;Noun (nominative) Verb Noun (accusative) [{Adverb / Prep. где + Noun }];;3
79;99i1;беречь что-л. как зеницу ока;Noun (nominative) Verb Noun (accusative) как зеницу + ока;;3
80;99i2;копейка рубль бережет;копейка рубль Verb ;;3
81;1.1;Гости беседовали.;Noun (nominative) Verb ;;4
82;1.2;Воспитатели должны время от времени беседовать с родителями.;Noun (nominative) Verb с + Noun (instrumental);;4
83;1.3;Дипломаты беседовали о литературе, а писатели - о политике.;Noun (nominative) Verb {о + Noun loc / нa + A(accusative) + тему};;4
84;1.4;Мы тут беседуем про разные вещи;Noun (nominative) Verb про + Noun (accusative);;4
85;1.5;Аристотель беседовал с учениками о смысле жизни;Noun (nominative) Verb с + Noun (instrumental) {о + Noun loc / нa + A(accusative) + тему};;4
86;1.6;Китайцы беседовали между собой вдали от посторонних глаз;Noun (nominative) Verb между + собой;;4
87;1.1;Мальчик долго не возвращался, и мать начала беспокоиться.;Noun (nominative) Verb ;;5
88;1.2;Она беспокоилась из-за болезни мужа.;Noun (nominative) Verb из-за + Noun (genitive);;5
89;1.3;Я беспокоюсь за друга.;Noun (nominative) Verb за + Noun (accusative);;5
90;1.4;Она очень беспокоилась о детях.;Noun (nominative) Verb о + Noun loc;;5
91;1.5;Мы беспокоились, что разведчики уйдут, не дождавшись вестового.;Noun (nominative) Verb Conj + CL;;5
92;1.6;Мать беспокоилась, как бы дети не ушли.;Noun (nominative) Verb как + бы + CL;;5
93;1.7;Я беспокоился, почему его так долго нет.;Noun (nominative) Verb Rel + CL;;5
94;1.8;Обама пока не беспокоится по поводу будущих выборов.;Noun (nominative) Verb {по + поводу + Noun (genitive) / по + A(dative) + поводу};;5
95;1.9;Она постоянно беспокоилась насчет денег.;Noun (nominative) Verb насчет + Noun (genitive);;5
96;1.10;Беспокоимся молчанием, звонили многократно.;Noun (nominative) Verb Noun (instrumental);;5
97;1.11;В его голове беспокоились мысли.;Noun (nominative) Verb в + Noun loc;;5
98;1.12;Тетя беспокоится, не останутся ли дети голодными.;Noun (nominative) Verb CLi;;5
99;1.13;- Не настраивай себя так дерзко, обещай мне, - беспокоилась Мышка.;Noun (nominative) Verb «CL»;;5
100;2.1;Вы, пожалуйста, не беспокойтесь: я уже обедал.;Noun (nominative) Verb ;;5
101;2.2;Он и не думал беспокоиться о работе.;Noun (nominative) Verb о + Noun loc;;5
102;3.1;Больной беспокоится.;Noun (nominative) Verb ;;5
103;1.1;Директор благодарил работников института.;Noun (nominative) Verb Noun (accusative);;6
104;1.2;Благодарю!;Verb 1sg;;6
105;1.3;Диссертант поблагодарил своих оппонентов за конструктивную критику.;Noun (nominative) Verb Noun (accusative) за + Noun (accusative);;6
106;1.4;Благодарю за теплый прием.;Verb 1sg за + Noun (accusative);;6
107;1.5;Бабушка благодарила, но приезжать отказывалась;Noun (nominative) Verb ;;6
108;1.6;благодарить пряником;Noun (nominative) Verb Noun (accusative) Noun (instrumental);;6
109;1.7;Благодарить от имени;Noun (nominative) Verb Noun (accusative) от + имени + Noun (genitive);;6
110;1.8;Благодарить Бога о том, что он такой праведный;Noun (nominative) Verb Noun (accusative) о + Noun loc;;6
111;2.1;Благодари судьбу!;Noun (nominative) Verb Noun (accusative);;6
112;2.2;Благодари за это счастливый случай.;Noun (nominative) Verb Noun (accusative) за + Noun (accusative);;6
113;2.3;Он благодарил судьбу, что так дешево отделался.;Noun (nominative) Verb Noun (accusative) что + CL;;6
114;3.1;такие люди не благодарят Богу за прошедшее добро;Noun (nominative) Verb Noun (dative) за + Noun (accusative);;6
115;99i1;благодарю покорно!;Verb 1sg покорно!;;6
116;99i2;благодарю на добром слове!;Verb 1sg на + добром + слове!;;6
117;1.1;Иван Петрович болеет уже несколько недель.;Noun (nominative) Verb ;;7
118;1.2;Оля болела ангиной.;Noun (nominative) Verb Noun (instrumental);;7
119;2.1;Писатель болеет за судьбу своего народа.;Noun (nominative) Verb за + Noun (accusative);;7
120;2.2;болеть тоской по школе;Noun (nominative) Verb Noun (instrumental);;7
121;2.3;Она болела душой за друга;Noun (nominative) Verb за + Noun (accusative) Noun (instrumental);;7
122;3.1;Мы болели за ленинградский Зенит.;Noun (nominative) Verb за + Noun (accusative);;7
123;1.1;Болит нога.;Noun (nominative) Verb ;;8
124;1.2;Под ложечкой что-то болит.;Prep. где + Noun Verb (imperative)s;;8
125;1.3;Под ложечкой до сих пор болит от удара.;Prep. где + Noun Verb (imperative)s от + Noun (genitive);;8
126;1.3;Уши болят от грохота.;Noun (nominative) Verb от + Noun (genitive);;8
127;1.4;У нее болело под ложечкой.;Prep. где + Noun Verb (imperative)s у + Noun (genitive);;8
128;1.4;Что у вас болит?;Noun (nominative) Verb у + Noun (genitive);;8
129;2.1;Душа болит.;Noun (nominative) Verb ;;8
130;2.2;Смотрю я на вас, и душа у меня болит.;Noun (nominative) Verb у + Noun (genitive);;8
131;2.3;Душа за вас болит.;Noun (nominative) Verb за + Noun (accusative);;8
132;1.1;Парни боролись.;Noun (nominative) Verb ;;9
133;1.2;Он боролся с чемпионом мира.;Noun (nominative) Verb с + Noun (instrumental);;9
134;2.1;На выборах боролись две основные партии.;Noun (nominative) Verb ;;9
135;2.2;Матросы боролись до последнего вздоха.;Noun (nominative) Verb до + Noun (genitive);;9
136;2.3;Сторонники престола, борясь против феодалов, искали союза с горожанами.;Noun (nominative) Verb против + Noun (genitive);;9
137;2.4;Англия боролась за господство на морях.;Noun (nominative) Verb за + Noun (accusative);;9
138;2.5;Казань не могла бороться с Москвой.;Noun (nominative) Verb с + Noun (instrumental);;9
139;3.1;Новый закон о браконьерстве дает возможность более успешно бороться против хищнического лова рыбы.;Noun (nominative) Verb против + Noun (genitive);;9
140;3.2;Мы боремся за мир.;Noun (nominative) Verb за + Noun (accusative);;9
141;3.3;Необходимо систематически бороться с сорняками.;Noun (nominative) Verb с + Noun (instrumental);;9
142;4.1;Пламя охватило танк, но его экипаж продолжал бороться.;Noun (nominative) Verb ;;9
143;4.2;Иван боролся с усталостью.;Noun (nominative) Verb с + Noun (instrumental);;9
144;5.1;Ум борется с сердцем.;Noun (nominative) Verb с + Noun (instrumental);;9
145;5.2;Великодушие боролось у него с завистью.;Noun (nominative) Verb с + Noun (instrumental) у + Noun (genitive);;9
146;5.3;Любовь боролась с гордостью в его душе.;Noun (nominative) Verb с + Noun (instrumental) в + Noun loc;;9
147;1.1;Мальчик боялся наказания.;Noun (nominative) Verb Noun (genitive);;10
148;1.2;Бабушка боится отпускать девочку в школу одну.;Noun (nominative) Verb Verb (infinitive);;10
149;1.3;Врачи боятся, что больной не выдержит операции.;Noun (nominative) Verb Conj + CL;;10
150;1.4;Молодые люди боялись, как бы отец не узнал об их встречах.;Noun (nominative) Verb как + бы + CL;;10
151;1.5;Кругом было темно, безлюдно, девушка боялась.;Noun (nominative) Verb ;;10
152;2.1;Она боялась за сына.;Noun (nominative) Verb за + Noun (accusative);;10
153;3.1;(Я) боюсь, что вы правы.;Noun (nominative) Verb что + CL;;10
154;3.2;Боюсь, вы будете разочарованы.;Noun (nominative) Verb CL;;10
155;3.3;Вы, (я) боюсь, ошиблись адресом.;Noun (nominative) Verb CL;;10
156;4.1;Растения боятся темноты.;Noun (nominative) Verb Noun (genitive);;10
157;99i1;бояться кого-чего-л. пуще/как огня;Noun (nominative) Verb Noun (genitive) {пуще / как} огня;;10
158;99i2;бояться кого-чего-л., как чумы;Noun (nominative) Verb Noun (genitive), как чумы;;10
159;99i3;дело мастера боится;дело мастера Verb ;;10
160;1.1;Он берет портфель и идет к двери.;Noun (nominative) Verb {Noun (accusative) / Noun part};;11
161;1.2;Он берет книгу с полки.;Noun (nominative) Verb Noun (accusative) {Adverb / Prep. откуда + Noun };;11
162;1.3;Я беру тарелку у официантки.;Noun (nominative) Verb Noun (accusative) у + Noun (genitive);;11
163;1.4;Девочка бережно берет птенца в руки.;Noun (nominative) Verb Noun (accusative) в + Noun (accusative);;11
164;1.5;Он взял щит левой рукой и потряс им в воздухе.;Noun (nominative) Verb Noun (accusative) Noun (instrumental);;11
165;1.7;Он взял себе стулья.;Noun (nominative) Verb Noun (accusative) Noun (dative);;11
166;2.1;Она берет сына за руку.;Noun (nominative) Verb Noun (accusative) за + Noun (accusative);;11
167;2.2;Он взял девушку под руку.;Noun (nominative) Verb Noun (accusative) под + Noun (accusative);;11
168;2.3;Дед взял шалуна за шиворот свободной рукой.;Noun (nominative) Verb Noun (accusative) {за + Noun (accusative) / под + Noun (accusative)} Noun (instrumental);;11
169;2.4;Меня словно кто-то взял за горло;Noun (nominative) Verb Noun (accusative) за + Noun (accusative);;11
170;3.1;Я взял сына на руки.;Noun (nominative) Verb Noun (accusative) на + Noun (accusative);;11
171;4.1;Надо брать рюкзаки?;Noun (nominative) Verb Noun (accusative);;11
172;4.2;Возьмите в дорогу завтрак.;Noun (nominative) Verb Noun (accusative) Prep. куда + Noun ;;11
173;4.3;Охотники взяли с собой недельный запас продовольствия.;Noun (nominative) Verb Noun (accusative) с + собой;;11
174;4.3;Ты возьмешь меня на охоту?;Noun (nominative) Verb Noun (accusative) на + Noun (accusative);;11
175;4.4;Вы берете детей?;Noun (nominative) Verb Noun (accusative);;11
176;4.5;Я пообещал взять детей в цирк.;Noun (nominative) Verb Noun (accusative) Prep. куда + Noun ;;11
177;4.6;Иван решил не брать с собой собак.;Noun (nominative) Verb Noun (accusative) с + собой;;11
178;4.7;Она взяла себе нового любовника.;Noun (nominative) Verb Noun (accusative) Noun (dative);;11
179;5.1;Полиция взяла преступника.;Noun (nominative) Verb Noun (accusative);;11
180;5.2;Бандита необходимо взять живым.;Noun (nominative) Verb Noun (accusative) A(instrumental);;11
181;5.3;Его взяли у ночного клуба.;Noun (nominative) Verb Noun (accusative) {Adverb / Prep. где + Noun };;11
182;5.4;Солдаты взяли в плен неприятельского разведчика.;Noun (nominative) Verb Noun (accusative) в + Noun (accusative);;11
183;5.5;Президент приказал взять под арест руководителей мятежа.;Noun (nominative) Verb Noun (accusative) под + Noun (accusative);;11
184;6.1;Войска брали один город за другим.;Noun (nominative) Verb Noun (accusative);;11
185;6.2;Партизаны с бою взяли Приморье.;Noun (nominative) Verb Noun (accusative) {Prep. + Noun / Noun (instrumental)};;11
186;6.3;Батальон взял форт у врага.;Noun (nominative) Verb Noun (accusative) у + Noun (genitive);;11
187;7.1;Возьмем носильщика?;Noun (nominative) Verb Noun (accusative);;11
188;7.2;Они взяли такси на стоянке.;Noun (nominative) Verb Noun (accusative) {Adverb / Prep. где + Noun };;11
189;7.3;За пятьдесят рублей мы взяли трех проводников и пошли на перевал.;Noun (nominative) Verb Noun (accusative) за + Noun (accusative);;11
190;7.4;Он взял в союзники невропатолога;Noun (nominative) Verb Noun (accusative) в + Noun (accusative);;11
191;8.1;Директор решил взять нового сотрудника.;Noun (nominative) Verb Noun (accusative);;11
192;8.2;Как вы думаете, возьмут меня в институт?;Noun (nominative) Verb Noun (accusative) {в + Noun (accusative) / на + Noun (accusative)};;11
193;8.3;Сначала его взяли простым лаборантом.;Noun (nominative) Verb Noun (accusative) Noun (instrumental);;11
194;8.4;Вас сюда взяли работать!;Noun (nominative) Verb Noun (accusative) Verb (infinitive);;11
195;8.5;Никто не берет ее замуж.;Noun (nominative) Verb Noun (accusative) замуж;;11
196;9.1;Возьми два билета в театр.;Noun (nominative) Verb Noun (accusative);;11
197;9.2;Мама берет творог и сметану только у этой молочницы.;Noun (nominative) Verb Noun (accusative) {Adverb / Prep. где + Noun };;11
198;9.3;За пятьдесят копеек он взял в магазине батон и пакет сливок.;Noun (nominative) Verb Noun (accusative) за + Noun (accusative);;11
199;10.1;Он любил брать книги, но никогда их не отдавал.;Noun (nominative) Verb Noun (accusative);;11
200;10.2;Молодожены взяли напрокат холодильник и телевизор.;Noun (nominative) Verb Noun (accusative) {Adverb / в + долг};;11
201;10.3;Мой знакомый взял этот сборник в библиотеке.;Noun (nominative) Verb Noun (accusative) {Adverb / Prep. где + Noun };;11
202;11.1;Не советую вам брать экзотические примеры.;Noun (nominative) Verb Noun (accusative);;11
203;11.2;Для «Мертвых душ» Гоголь взял сюжет, подсказанный ему Пушкиным.;Noun (nominative) Verb Noun (accusative) для + Noun (genitive);;11
204;11.3;Писатель брал свои сюжеты из древней истории.;Noun (nominative) Verb Noun (accusative) из + Noun (genitive);;11
205;11.4;Писатель брал свои сюжеты у древних баснописцев.;Noun (nominative) Verb Noun (accusative) у + Noun (genitive);;11
206;11.5;Для исследования надо брать слова из разных языков.;Noun (nominative) Verb Noun (accusative) для + Noun (genitive) из + Noun (genitive);;11
207;12.1;Этот портной очень дорого берет.;Noun (nominative) Verb Adverb ;;11
208;12.2;Он довез нас до самого вокзала и взял только по рублю.;Noun (nominative) Verb по + Noun (dative);;11
209;12.3;Он довез нас до самого вокзала и взял только рубль.;Noun (nominative) Verb Noun (accusative);;11
210;12.4;Сколько вы возьмете с меня?;Noun (nominative) Verb {Adverb / по + Noun (dative) / Noun (accusative)} с + Noun (genitive);;11
211;12.5;Сколько вы возьмете за провоз багажа?;Noun (nominative) Verb {Adverb / по + Noun (dative) / Noun (accusative)} за + Noun (accusative);;11
212;12.6;Сколько вы возьмете с меня за ваши услуги?;Noun (nominative) Verb {Adverb / по + Noun (dative) / Noun (accusative)} с + Noun (genitive) за + Noun (accusative);;11
213;13.1;Машина берет правей.;Noun (nominative) Verb {Adverb / Prep. куда + Noun };;11
214;14.1;Сегодня рыба хорошо берет.;Noun (nominative) Verb Adverb ;;11
215;14.2;Карп не брал на червя.;Noun (nominative) Verb на + Noun (accusative);;11
216;15.1;Пила не берет.;Noun (nominative) Verb ;;11
217;15.2;Бритва берет хорошо.;Noun (nominative) Verb Adverb ;;11
218;15.3;Лопата не берет засохшую глину.;Noun (nominative) Verb Noun (accusative);;11
219;15.4;Ружье берет на пятьсот шагов.;Noun (nominative) Verb на + Noun (accusative);;11
220;16.1;На следующий год она возьми да и брось мужа.;Noun (nominative) Verb {да / и / да + и} Verb 1;;11
221;17.1;Противник берет пока что числом и внезапностью.;Noun (nominative) Verb Noun (instrumental);;11
222;17.2;Таким методом меня не взять.;Noun (nominative) Verb Noun (accusative) Noun (instrumental);;11
223;18.1;Ужас берет.;Noun (nominative) Verb ;;11
224;18.2;Меня брало сомнение.;Noun (nominative) Verb Noun (accusative);;11
225;19.1;Он взял свои слова назад/обратно.;Noun (nominative) Verb Noun (accusative) назад/обратно;;11
226;20.1;Лошадь легко берет барьер.;Noun (nominative) Verb Noun (accusative);;11
227;21.1;Пианист берет заключительный аккорд и опускает руки.;Noun (nominative) Verb Noun (accusative);;11
228;22.1;Следующее слово возьмите в скобки.;Noun (nominative) Verb Noun (accusative) в + Noun (accusative);;11
229;22.2;Все способные держать оружие были взяты на учет.;Noun (nominative) Verb Noun (accusative) на + Noun (accusative);;11
230;22.3;Потерявший управление танкер был взят на буксир.;Noun (nominative) Verb Noun (accusative) на + Noun (accusative);;11
231;22.4;Они давно хотели взять его под контроль.;Noun (nominative) Verb Noun (accusative) под + Noun (accusative);;11
232;22.5;Они берут друзей-приятелей под ноготь.;Noun (nominative) Verb Noun (accusative) под + ноготь;;11
233;23.1;Он всегда охотно брал поручения.;Noun (nominative) Verb Noun (accusative);;11
234;23.2;Вы берете на себя очень большую ответственность.;Noun (nominative) Verb Noun (accusative) на + себя;;11
235;23.3;Я беру на себя смелость писать.;Noun (nominative) Verb [на + Noun (accusative)] [смелость] [Verb (infinitive)];;11
236;24.1;Они берут зверями.;Noun (nominative) Verb Noun (instrumental);;11
237;26.1;Понятие поля берет начало от работ Галуа.;Noun (nominative) Verb начало {Adverb / Prep. откуда + Noun };;11
238;27.1;Беру с вас расписку.;Noun (nominative) Verb Noun (accusative) с + Noun (genitive);;11
239;27.1;взять на сто грамм муки стакан молока;Noun (nominative) Verb {Noun (accusative) / Noun part} на + Noun (accusative);;11
240;28.1;Собака не взяла ветер.;Noun (nominative) Verb {Noun (accusative) / Noun part};;11
241;99i1;брать ванны;Noun (nominative) Verb ванны;;11
242;99i2;брать волю;Noun (nominative) Verb волю;;11
243;99i3;брать курс/направление на восток;Noun (nominative) Verb {курс / направление} на + Noun (accusative);;11
244;99i4;брать ноту;Noun (nominative) Verb ноту;;11
245;99i5;брать отпуск;Noun (nominative) Verb отпуск;;11
246;99i6;брать свое;Noun (nominative) Verb свое;;11
247;99i7;брать слово;Noun (nominative) Verb слово в + Noun loc;;11
248;99i8;брать чью-л. сторону;Noun (nominative) Verb APrep. O(accusative) + сторону;;11
249;99i9;брать под козырек;Noun (nominative) Verb под + козырек;;11
250;99i10;брать всем;Noun (nominative) Verb всем;;11
251;99i11;брать начало где-л.;Noun (nominative) Verb начало {Adverb / Prep. где + Noun };;11
252;99i12;брать все / многое от жизни;Noun (nominative) Verb {все / многое} от + жизни;;11
253;99i13;брать обещание/слово с кого-л.;Noun (nominative) Verb {обещание / слово} с + Noun (accusative);;11
254;99i14;брать пример с кого-л.;Noun (nominative) Verb пример с + Noun (accusative);;11
255;99i15;брать расчет у кого-л.;Noun (nominative) Verb расчет у + Noun (genitive);;11
256;99i16;брать уроки у кого-л.;Noun (nominative) Verb уроки у + Noun (genitive);;11
257;99i17;брать что-л. во внимание/в расчет/в соображение;Noun (nominative) Verb {во + внимание / в + расчет / в + соображение} {Noun (accusative) / что + CL};;11
258;99i18;брать кого-л. в оборот;Noun (nominative) Verb Noun (accusative) в + оборот;;11
259;99i19;не брать в рот чего-л.;Noun (nominative) не Verb в + рот Noun (genitive);;11
260;99i20;брать быка за рога;Noun (nominative) Verb быка за + рога;;11
261;99i21;брать кого-л. за бока;Noun (nominative) Verb Noun (accusative) за + бока;;11
262;99i22;брать кого-л. за глотку/за горло;Noun (nominative) Verb Noun (accusative) {за + глотку / за + горло};;11
263;99i23;брать кого-л. за душу/за живое/за сердце;Noun (nominative) Verb Noun (accusative) {за + душу / за + живое / за + сердце};;11
264;99i24;брать кого-л. за жабры;Noun (nominative) Verb Noun (accusative) за + жабры;;11
265;99i25;брать кого-что-л. на борт;Noun (nominative) Verb Noun (accusative) на + борт;;11
266;99i26;брать кого-л. на буксир;Noun (nominative) Verb Noun (accusative) на + буксир;;11
267;99i27;брать кого-л. на испуг;Noun (nominative) Verb Noun (accusative) на + испуг;;11
268;99i28;брать кого-л. на мушку/на прицел;Noun (nominative) Verb Noun (accusative) {на + мушку / на + прицел};;11
269;99i29;брать на себя смелость (сделать что-л.);Noun (nominative) Verb на + себя смелость [Verb (infinitive)];;11
270;99i30;(чересчур) много брать на себя;Noun (nominative) [чересчур] много Verb на + себя;;11
271;99i31;брать кого-л. под крылышко;Noun (nominative) Verb Noun (accusative) под + крылышко;;11
272;99i32;брать кого-л. голыми руками;Noun (nominative) Verb Noun (accusative) голыми + руками;;11
273;99i33;брать кого-л. измором;Noun (nominative) Verb Noun (accusative) измором;;11
274;99i34;брать верх над кем-л.;Noun (nominative) Verb верх над + Noun (instrumental);;11
275;99i35;брать что-л. (себе) за правило;Noun (nominative) Verb [себе] за + правило {Noun (accusative) / Verb (infinitive) / что + CL};;11
276;99i36;наша / ваша берет;{наша / ваша} Verb ;;11
277;99i37;брать за основу;Noun (nominative) Verb {за + основу / в + основу} {Noun (accusative) / Verb (infinitive) / что + CL};;11
278;1.1;Мальчик бросает снежки.;Noun (nominative) Verb Noun (accusative);;12
279;1.2;Она бросила [ему] из окна записку.;Noun (nominative) Verb Noun (accusative) {Adverb / Prep. откуда + Noun } [Noun (dative)];;12
280;1.3;Он бросил банку в прохожего.;Noun (nominative) Verb Noun (accusative) {Adverb / Prep. куда + Noun };;12
281;1.4;Брось мне, пожалуйста, спички.;Noun (nominative) Verb Noun (accusative) Noun (dative);;12
282;1.5;Они бросали камнями в девочек.;Noun (nominative) Verb Noun (instrumental) в + Noun (accusative);;12
283;2.1;Он вошел в комнату и небрежно бросил куртку.;Noun (nominative) Verb Noun (accusative);;12
284;2.2;Не бросай сумку на пол!;Noun (nominative) Verb Noun (accusative) {Adverb / Prep. куда + Noun };;12
285;2.3;Дети бросили коньки в передней.;Noun (nominative) Verb Noun (accusative) {Adverb / Prep. где + Noun };;12
286;3.1;Рыбаки бросают невод.;Noun (nominative) Verb Noun (accusative);;12
287;3.2;Они бросили сети в море.;Noun (nominative) Verb Noun (accusative) в + Noun (accusative);;12
288;4.1;Деревья бросают тень.;Noun (nominative) Verb Noun (accusative);;12
289;4.2;Керосиновая лампа бросает на стол дрожащий свет.;Noun (nominative) Verb Noun (accusative) на + Noun (accusative);;12
